book_id,authors,title,genre_id,description,price,price_tag,publisher,average_rating,work_ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,modified_date,deleted_date,status
10251, Thích Nhất Hạnh,Sen nở trời phương ngoại,xh,"Kinh Pháp Hoa là một kinh rất nổi tiếng, có thể nói là một kênh nổi tiếng nhất của đạo Bụt Đại Thừa. Tư tưởng tôn xưng kinh Pháp Hoa là vua của tất cả các kinh đã có từ lâu. Chính nhờ kinh Pháp Hoa mà đạo Bụt Đại Thừa trở thành một cơ sở có căn bản, có truyền thống và biến thành một Giáo hội thực sự với việc tuyên thuyết hai thông điệp chính:
(1) Tất cả chúng sinh đều có thể thành Bụt,
(2) Chỉ có một con đường tu học duy nhất là Phật thừa.
Tam thừa chỉ là phương tiện dẫn dắt chúng sinh buổi ban đầu. Chủ đích quan trọng nhất của chư Bụt là hướng dẫn chúng sinh đi vào con đường Phật thừa, tức là con đường Khai, Thị, Ngộ, Nhập tri kiến của Bụt. Vì vậy mà triết lý này được gọi là Khai tam hiển nhất, hay là Hội tam quy nhất, nghĩa là gom cả ba cái lại để đưa về một cái. Ðiều đó làm cho kinh Pháp Hoa trở thành Diệu Pháp.
Với Sen nở trời phương ngoại, Thiền sư Thích Nhất Hạnh sẽ không giảng từng đoạn kinh Pháp Hoa như nhiều người khác đã làm, mà chỉ đi vào từng Phẩm, tóm lược nghĩa chính của từng Phẩm, khai triển, và diễn dịch những điều căn bản trong từng Phẩm, để quý vị độc giả có được một cái thấy tuy khái quát nhưng rõ ràng về ý kinh. Riêng Phẩm Quán Thế Âm Bồ tát tức là Phẩm Phổ Môn, Phẩm thứ 25, vì là Phẩm được nhiều người tụng đọc nhất trong toàn bộ kinh Pháp Hoa, nên Thiền sư sẽ giảng với nhiều chi tiết hơn. Thêm vào đó, Người cũng sẽ đưa ra một số đề nghị để đóng góp cho sự hoàn bích của đóa hoa đẹp nhất trong Vườn kinh điển Đại Thừa này.",105020,118000,NXB Văn Hóa Văn Nghệ,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x1/image/img.product/0/0/0/17/8885_1.jpg,12/16/2021 23:00,NULL,1
10252," Dave Robinson, Chris Garratt",Đạo đức học bằng tranh,xh,"Đạo đức là vấn đề quan tâm của mỗi người nói riêng và cả thế giới nói chung. Tuy nhiên, mỗi chúng ta đều có quan điểm riêng về đạo đức, cũng như cách phân biệt lẽ đúng điều sai. Điều đó vô hình tạo ra một ""mê cung về luân lý"", đồng thời trở thành chủ đề tranh luận của các triết gia và nhiều nhà lãnh đạo tôn giáo trên thế giới. Hãy đón đọc cuốn sách: <strong><em>Triết học lý thú - Đạo đức học bằng tranh</em></strong> để cùng hình thành một khái niệm cơ bản và nhập môn về vấn đề này.",88200,98000,NXB Đà Nẵng,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x1/image/img.product/0/0/0/16/8349_1.jpg,12/16/2021 23:00,NULL,1
10253, Dan Cryan,Logic học bằng tranh,xh,"Tranh biện luôn là một phần không thể thiếu của mọi cuộc thảo luận. Thế nhưng, để đưa ra vấn đề và lập luận, dẫn chứng để thuyết phục người khác một cách logic, bạn phải có hiểu biết cũng am hiểu về các phương thức lập luận. Hãy nghiên cứu về vấn đề này qua cuốn: Triết học lý thú - Logic học bằng tranh và học hỏi cách đưa ra lý luận, suy nghĩ hợp lý để giành phần thắng trong các cuộc tranh luận.",88200,98000,NXB Đà Nẵng,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x1/image/img.product/0/0/0/16/8341_1.jpg,12/16/2021 23:00,NULL,1
10254, Joy Woodward,Thần số học ứng dụng,xh,"Mỗi cái tên, mỗi ngày tháng và mỗi con số đều mang những ý nghĩa riêng và có thể giúp bạn hiểu sâu sắc hơn về bản thân, các mối quan hệ và số phận của mình.
Bạn có từng băn khoăn khi tình cờ nhìn thấy các dãy số lặp lại như 11:11 hay 444 hay ngày sinh của bạn bè, người thân?
Bạn có từng thắc mắc tại sao ngay trong lần gặp đầu tiên có những người mang lại cho bạn cảm giác thân thiết, những người khác lại không?
Tất cả những thắc mắc, băn khoăn của bạn sẽ được giải đáp trong cuốn “Thần số học ứng dụng”.
Cuốn sách sẽ cung cấp mọi thứ bạn cần để mài giũa trực giác của mình, hiểu rõ hơn những người xung quanh và thậm chí có thêm tự tin khi đưa ra các quyết định lớn.
Thần số học cũng có thể giúp bạn nhìn lại quá khứ. Khi suy ngẫm về các sự kiện của cuộc đời mình và cách chúng diễn ra trong các chu kỳ số, bạn sẽ nhìn nhận rõ ràng hơn về những gì đã xảy ra và nguyên nhân của những điều đó.
Biết được những gì bạn sắp phải trải qua trong một năm, tháng hoặc ngày cụ thể giúp bạn điều hướng chu kỳ cuộc sống dễ dàng hơn. Bạn sẽ có thể dự đoán và chuẩn bị cho những thử thách sắp tới cũng như tận dụng các cơ hội tuyệt vời và đầy tiềm năng.
Đặc biệt, bạn có thể đánh thức tiềm năng to lớn của mình với:
Những con số cốt lõi: Khám phá ảnh hưởng của ngày sinh đến tâm hồn, tính cách và số phận của bạn.
Việc diễn giải mối quan hệ: Rút ra ý nghĩa từ các con số để làm sáng tỏ các mối quan hệ giữa bạn với gia đình, bạn bè, đồng nghiệp và những người quan trọng khác.
Những hiểu biết siêu hình: Tìm hiểu xem tarot, chiêm tinh, tinh thể và chu kỳ Mặt Trăng có thể giúp bạn hiểu sâu hơn về những điều kỳ diệu trong cuộc sống như thế nào.
Thông qua cuốn sách này, bạn sẽ hiểu rõ hơn về những con số xung quanh mình, lập và giải mã được các biểu đồ cơ bản, đồng thời hiểu được những rung động và năng lượng trong cuộc sống hằng ngày...",104490,129000,NXB Thanh Niên,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x1/image/img.product/0/0/0/15/7839_1.jpg,12/16/2021 23:00,NULL,1
10255, DK,Chinh phục không gian - Hành trình kỳ diệu,xh,"Chinh phục không gian có lẽ là cuộc chinh phục kì diệu và vĩ đại nhất mà con người đã và đang thực hiện. Khám phá vũ trụ bao la là ước mơ từ hàng ngàn năm nhưng cho đến thế kỷ thứ 20 nó mới trở nên sôi động hơn bao giờ hết. Nga – Mỹ hai cường quốc đã tạo ra một cuộc chạy đua vào không gian hết sức ngoạn mục, kết quả là hàng loạt cột mốc đã được tạo ra, đánh dấu những bước tiến hết sức quan trọng trong hành trình chinh phục không gian của con người.
Nội dung sách tái hiện lại những cột mốc quan trọng trong hành trình chinh phục không gian của con người : Từ việc chế tạo những con tàu vũ trụ đầu tiên, lần đầu tiên con người bay vòng quanh Trái Đất, lần đầu tiên con người đặt chân lên Mặt Trăng, xây dựng trạm vũ trụ quốc tế, … Cùng với việc tái hiện lại hành trình chinh phục không gian cuốn sách còn đề cập đến những hiệu ứng tích cực của quá trình chinh phục không gian lên cuộc sống thường ngày trên Trái Đất cũng như những bước đi tiếp theo của con người trong hành trình chinh phục không gian tương lai.
Ngày nay, với sự phát triển của khoa học kỹ thuật, liệu con người sẽ hiện thực hóa ước mơ sống trên sao Hỏa? Con người sẽ phát triển ngành du lịch không gian? Con người sẽ tìm ra những nền văn minh ngoài Trái Đất? Và sẽ còn những cột mốc phi thường nào mà con người sẽ đạt được?",323190,399000,NXB Dân trí,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x1/image/img.product/0/0/0/15/7823_1.jpg,12/16/2021 23:00,NULL,1
10256, Joanna Martine Woolfolk,Toàn thư chiêm tinh học nhập môn,xh,"Hơn nửa đời người hành nghề chiêm tinh, tôi nhận ra rằng: Ai trong chúng ta đều muốn hiểu rõ hơn chính là bản thân mình. Bạn chắc chắn đã từng tự hỏi “Tôi là ai?”, bạn muốn biết động cơ nào đang thúc đẩy mình, tại sao cảm xúc, trực giác lúc đó của bạn lại mạnh mẽ đến vậy, và những người khác có mặc cảm về bản thân như bạn không. Người ta thường viết thư cho tôi để hỏi rằng “Tôi nên tìm kiếm người đàn ông như thế nào?”, “Tại sao tôi lại bất mãn với công việc của mình vậy?”, hay “Người phụ nữ đang hẹn hò với tôi thuộc cung Song Tử; vậy chúng tôi sẽ hạnh phúc bên nhau chứ?”. Họ hỏi tôi rằng họ sẽ tìm thấy tình yêu đích thực chứ, khi nào thì họ mới vượt qua được sự kiện đau buồn, sợ hãi vừa qua hoặc trút bỏ gánh nặng về những vấn đề của mình. Họ còn hỏi tôi về lựa chọn trong cuộc sống và cách để cảm thấy thỏa mãn hơn nữa. Vì những lý do đó, tôi luôn tin rằng lý do tồn tại của chiêm tinh học là để trả lời những câu hỏi của chúng ta về bản thân.<br/> <br/> Cơ bản thì, chiêm tinh học hoàn toàn tập trung vào bạn. Nó cũng giống như một chiếc thang dẫn vào sâu trong con người bạn. Chiêm tinh cam kết với bạn rằng trong một mức độ nào đó, bạn hoàn toàn có thể định hướng số mệnh của mình và trong quá trình đó, bạn sẽ tìm thấy được con người thật của bản thân.<br/> <br/> Một điểm thú vị ở môn khoa học về các vì sao này là sự đổi mới không ngừng của nó. Hàng thế kỷ qua, những triết gia, người hầu đồng thần linh và những vị thầy tâm linh học đều đã nghiên cứu, sáng tác, cải tiến và trăn trở về tầm quan trọng của chiêm tinh học. Nó là ngành khoa học lâu đời nhất thế giới đồng thời là câu hỏi mới nhất cần được giải mã trong thế hệ của chúng ta. Theo một cuộc thăm dò dư luận, 35% người lớn ở Mỹ tin rằng cuộc đời của họ bị ảnh hưởng bởi vị trí của các thiên thể. Phần lớn các tờ báo và tạp chí xuất bản ở Mỹ đều có chuyên mục chiêm tinh. Chiêm tinh học với tư cách là một môn học chính thống cũng đã có mặt ở nhiều chương trình đại học.<br/> <br/> Dù chiêm tinh học nhận được khá nhiều sự quan tâm trong thời gian gần đây, nhưng hiểu biết của phần lớn công chúng về chủ đề này vẫn còn rất hạn hẹp. Cách đây không lâu, khi đang nói chuyện với một người bạn, tôi có tình cờ kể với cô ấy rằng tôi có 3 hành tinh thuộc cung Kim Ngưu trong biểu đồ sinh. “Ô”, cô ấy nói, “vậy cậu có thể nói cho tớ biết 3 hành tinh của tớ nằm ở đâu không?”. Cô ấy còn không biết rằng ai cũng có đến 10 hành tinh trên biểu đồ sinh của mình.<br/> <br/> Nhưng làm thế nào mà cô bạn tôi biết chuyện này được đây, khi mà đa số các quyển sách chiêm tinh học không hề quan tâm đến biểu đồ sinh? Trừ khi bạn sẵn sàng săn tìm những tuyển tập sách bí truyền nằm khuất tầm nhìn trên những kệ sách đặc biệt trong nhà sách hoặc trong các thư viện chuyên ngành, bạn phải tìm đến đâu để có được thông tin này? Quyển sách chiêm tinh nào cũng có thể cho bạn biết cung Mặt trời của bạn là Dương Cưu hay Song Ngư hay một trong những cung hoàng đạo còn lại. Nhưng sau đó thì sao?<br/> <br/><strong> TOÀN THƯ CHIÊM TINH HỌC NHẬP MÔN</strong> sẽ cho bạn biết toàn diện chủ đề chiêm tinh học. Bạn sẽ được tìm hiểu không chỉ về các cung Mặt trời mà còn cung Mặt trăng, điểm Mọc, các Hành tinh và các cung Nhà nữa. Bạn sẽ dần hiểu được những yếu tố này tương tác với nhau như thế nào để ảnh hưởng đến cuộc đời bạn. Bạn sẽ khám phá ra ý nghĩa của các góc chiếu trong lá số chiêm tinh của mình, cũng như cách so sánh biểu đồ sinh của mình với người khác để tìm thấy những khía cạnh tương hợp của đôi bên. Bạn sẽ biết được chiêm tinh học khởi nguồn và phát triển như thế nào.<br/> <br/> Tuy <strong>TOÀN THƯ CHIÊM TINH HỌC NHẬP MÔN</strong> không thể chứa đựng tất cả kiến thức chiêm tinh học được chúng ta khám phá ra trong suốt 5000 năm qua, nhưng đây vẫn là một cẩm nang toàn diện và chi tiết về chiêm tinh học. Nếu bạn muốn biết tất cả các hành tinh trên biểu đồ sinh của mình nằm ở đâu, hoặc cung Mặt trời của mình hòa hợp với cung Mặt trời của người yêu đến mức nào, hoặc ảnh hưởng của Mặt trăng lên cuộc sống của mình ra sao, thì tất cả thông tin đó đều nằm trong một quyển sách này đây.<br/> <br/> Tôi muốn nhắc thêm một điều quan trọng nữa. Chiêm tinh không thể thay đổi cuộc đời bạn – chỉ có bạn mới thay đổi được cuộc đời của mình. Chiêm tinh học sẽ không làm thay đổi những thăng trầm trong cuộc sống của bạn. Việc nó có thể làm là cho bạn một cái nhìn sâu sắc hơn về những sự việc đó và về cách bạn giải quyết chúng. Hơn cả những thông tin, chỉ dẫn và quý giá, chiêm tinh học cung cấp mang đến cho bạn sự trấn an. Đôi khi tất cả những gì người ta tìm kiếm chỉ là một chút sự dẫn dắt trong cuộc sống; và tôi biết bạn sẽ tìm thấy nhiều hướng dẫn hữu ích trong quyển sách này.<br/> <br/> - JOANNA MARTINE WOOLFOLK",276500,350000,NXB Thế Giới,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x1/image/img.product/0/0/0/13/7027_1.jpg,12/16/2021 23:00,NULL,1
10257, DK,Tri thức về vạn vật,xh,"Cuốn sách được làm theo phiên bản cập nhật mới nhất của DK năm 2018.
Cuốn sách này sẽ cho bạn thấy những điều bách khoa thư thông thường chỉ nói.
KHÁM PHÁ bí ẩn lăng mộ vua Tutankhamun, sức mạnh khủng khiếp của sóng thần, động đất, vòi rồng và lò phản ứng hạt nhân bên trong Mặt trời.
NHÌN THẤY sự hình thành một ngôi sao, bên trong cơ thể khủng long bạo chúa và bí mật ADN.
DU HÀNH ngược thời gian về thời xây Vạn Lý Trường Thành, đền Pantheon của Athens cổ đại và hai cuộc chiến tranh thế giới tàn khốc.
KHẢO SÁT tín hiệu từ không gian, lực từ trường vô hình và tri thức khoa học ẩn giấu trong pháo hoa.
Sử dụng các tác phẩm đồ họa máy tính ngoạn mục, Tri thức về vạn vật sẽ hé lộ những chi tiết kỳ diệu chưa từng thấy về vũ trụ, Trái đất, thiên nhiên, cơ thể người, khoa học và lịch sử. Trọn vẹn những sự thật kinh ngạc, dòng thời gian sinh động và hình ảnh ấn tượng, cuốn bách khoa thư gia đình đầy hấp dẫn này sẽ biến những chủ đề phức tạp nhất hóa dễ dàng chỉ trong nháy mắt.   
Được thành lập năm 1974, DK nổi tiếng với dòng sách mình họa tranh kèm nội dung chú thích bóng bẩy hấp dẫn người đọc.
DK được bảo trợ bởi rất nhiều các tổ chức hàn lâm cũng như nhân đạo nổi tiếng và danh giá, như Hiệp hội Y khoa Vương quốc Anh, Hội Làm vườn Hoàng gia và Tổ chức Chữ thập Đỏ Anh.
Ngoài sách truyền thống, DK còn sở hữu một lượng lớn các phần mềm giáo dục và sách điện tử tương tác có nhãn hiệu DK Online (tiền thân là DK Multimedia, 1990). Vào năm 2010, DK thành lập một chợ phần mềm điện thoại nhằm đưa các sản phẩm sách của hãng đến với đông đảo độc giả sử dụng thiết bị thông mình.
Hiện DK đang sở hữu 411 đầu sách, 30 giải thưởng các loại cho các sách. Những đầu sách cực kỳ nổi tiếng như The Way Things Work (Vạn vật Vận hành Như thế nào?) và The Way We Work của tác giả David Macaulay đều được đón nhận rất nồng nhiệt và được các độc giả trên thế giới tìm đọc từ trước tới nay.",580200,699000,NXB Dân trí,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x1/image/img.product/0/0/0/3/1541_1.jpg,12/16/2021 23:00,NULL,1
10258, Bill Bryson,Lược sử vạn vật,xh,"<strong>Lược sử vạn vật</strong> là cuốn sách phổ biến khoa học trình bày một cách ngắn gọn lịch sử nghiên cứu khoa học tự nhiên, những thành tựu khoa học trong các lĩnh vực khoa học tự nhiên chính: vật lý, hóa học, sinh học, địa chất, thiên văn... với nhiều tên tuổi, giai thoại và sự thật.
Với cuốn sách này, người đọc sẽ biết được những giới hạn trong tri thức của con người về vũ trụ và cả về chính trái đất. Đây là cuốn sách khoa học phổ thông bán chạy nhất nước Anh năm 2005 với hơn 300.000 bản in. Nhà phê bình người Anh, Craig Brown thậm chí đã nhận xét rằng tác phẩm này xứng đáng bán được 500.000.000.000 cuốn (theo cách nói của chính Bryson, “bằng với số proton có trong một dấu chấm câu”).<br/> <br/>William McGuire Bill Bryson, tác giả cuốn sách <strong>Lược sử vạn vật</strong> - A Short History of Nearly Everything sinh năm 1951, là tác giả nổi tiếng hàng đầu trong thể loại non-fiction ở Bắc Mỹ, với vô số người hâm mộ trên khắp thế giới.",203400,245000,NXB Khoa Học Xã Hội,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x1/image/img.product/0/0/0/2/1409_1.jpg,12/16/2021 23:00,NULL,1
10259, DK,Các hành tinh,xh,"Một quyển sách chứa đầy những thông tin, hình ảnh sắc nét như đem chính chúng ta tới những miền hẻo lánh, xa xôi nhất của Hệ Mặt trời.
Nó cho chúng ta thấy được quang cảnh chi tiết và đem đến cho chúng ta những thông tin mới mẻ nhất về các đặc điểm địa hình, địa chất, khí quyển, các suy đoán cùng toàn bộ lịch sử phát hiện và thám hiểm những thiên thể xa xôi mà con người đã, hoặc chưa thể với tới.
Ai sẽ đọc cuốn sách này:
Đây sẽ là quyển sách dành cho bất kỳ ai có bộ óc phiêu lưu, muốn phá tan các giới hạn và có khát vọng nắm bắt các bí ẩn của vũ trụ nói chung và Hệ Mặt trời nói riêng.
Ngoài ra, sách đầy ắp những thông tin cập nhật nhất, được truyền tải bằng những hình ảnh rõ nét nhất, phù hợp cho cả những chuyên gia lẫn các đối tượng độc giả nghiệp dư cần tư liệu tham khảo trong ngành Vũ trụ học và Thiên văn học.",580200,699000,NXB Dân trí,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x1/image/img.product/0/0/0/2/1505_1.jpg,12/16/2021 23:00,NULL,1
10260, Steven Johnson,6 Phát minh làm nên thời đại,xh,"Steven Johnson đích thực là chuyên gia bậc thầy của lịch sử ý tưởng. Trong cuốn sách này, ông chỉ tập trung vào sáu công nghệ và khám phá các phân nhánh của chúng, cả mặt tốt lẫn không tốt. Ông đã tạo ra biểu trưng hình ảnh chim ruồi cho các loại hình phát minh mà mình quan tâm: sự đồng tiến hóa của hoa và côn trùng – kẻ không mời từ một trật tự sáng tạo khác. Cuốn sách này là tập hợp đầy đủ những “phát minh chim ruồi” hoàn toàn bất ngờ. Sáu chủ đề được đưa ra là: Thủy tinh, Làm lạnh, Âm thanh, Làm sạch, Thời gian, Ánh sáng.
Có những câu chuyện nhà phát minh không nhận ra phạm vi thực sự khám phá của mình, như Édouard-Léon Scott de Martinville, người vào năm 1850 đã phát minh ra máy ký âm nhưng không có thiết bị phát lại. Ông tin rằng, ngày nào đó chúng ta sẽ giải mật chúng như cách đọc nốt nhạc. Máy quét sóng siêu âm được phát triển dựa trên thiết bị tìm kiếm tàu đắm Titanic. Nhiều năm sau, công nghệ lại kết hợp với chính sách một con của Trung Quốc để tạo thành sự mất cân bằng giới tính khốc liệt trong xã hội trọng nam. Các chủ đề và hướng tiếp cận của Johnson được lựa chọn đều gây sự khâm phục đáng kinh ngạc. Một trong số đó là chuyện vào thập niên 1850, 1860, cả thành phố Chicago được nâng lên bằng kích vít để đặt hệ thống ống cống ngầm.
Phương pháp mạnh bạo này vô cùng cần thiết vì Chicago rất phẳng; không có độ dốc tự nhiên để thoát nước và thành phố, trung tâm buôn bán thịt náo nhiệt miền trung tây, điều táo bạo cần thiết để giải vây thành phố khỏi rác thải độc hại. Chicago một lần nữa lại xuất hiện ở chương “Làm lạnh”: đó là đường ô tô ray cho xe đông lạnh chờ thịt từ đồng bằng đi khắp nước Mỹ. Johnson nhấn mạnh rằng nhiều phát minh không phải là kết quả của “phút Eureka” mà là sự chín muồi của một tiến trình dài bao gồm một mạng lưới các nhà phát minh và doanh nghiệp. Ông đã cố xoay xở và cuối cùng đã tìm ra cách định nghĩa khoảnh khắc này. Dữ liệu số được truyền dẫn lần đầu tiên năm 1943 qua một đường dây mật SIGSALYY được Alan Turing và Phòng thí nghiệm Bell phát triển: Turing là một nhà sáng chế thiên tài.
Đây là một cuốn sách ngắn, khá dễ đọc, thú vị và đầy thách thức với những điều kỳ diệu mỗi ngày quanh ta.",137000,165000,NXB Thế Giới,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x2/image/img.product/0/0/0/1/1012_1.jpg,12/16/2021 23:00,NULL,1
10261, David Macaulay,Vạn vật vận hành như thế nào,xh,"Vạn vật Vận hành Như thế nào mô tả phần lớn các phát minh của thế giới hiện đại, giúp ta có cái nhìn sâu hơn về cơ chế hoạt động của các vật dụng tưởng chừng rất tầm thường.
Được lồng ghép với một nhân vật thô kệch mà dễ thương (voi ma-mút lông), dưới lời dẫn truyện của một nhà phát minh ngờ nghệch nhưng đầy tham vọng thời tiền sử, cuốn sách này hứa hẹn là tác phẩm gần gũi với mọi lứa tuổi độc giả đam mê tìm tòi và có óc phiêu lưu hài hước.
Đây sẽ là món quà tặng tuyệt vời cho mọi độ tuổi, miễn là có đam mê tìm tòi học hỏi về khoa học, kỹ thuật, cơ khí, điện tử, hoặc những độc giả chán chường với những cuốn sách khô khan về các lĩnh vực trên. Ta có thể bắt đầu đọc ở bất kỳ nơi nào của sách.",497200,599000,NXB Dân trí,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x2/image/img.product/0/0/0/1/872_1.jpg,12/16/2021 23:00,NULL,1
10262, Lý Nhân Phan Thứ Lang,Bảo Đại - Hoàng đế cuối cùng,xh,"Trong suốt chiều dài lịch sử của đất nước Việt Nam, dưới chế độ phong kiến, có những vị vua được lưu danh sử sách vì những chiến công lẫy lừng trong cuộc chiến chống giặc ngoại xâm, hay vì những công lao hiển hách trong sự nghiệp dựng nước. Cũng có người bị liệt vào hàng bạo chúa, hay mải ăn chơi sa đọa đến nỗi bị truất phế mà mất ngôi... Nhưng riêng Bảo Đại, ông hầu như được nhắc đến chỉ vì một thực tế duy nhất: ông là vị Hoàng đế cuối cùng của nước Việt Nam phong kiến.
Cho đến tận ngày nay, cuộc đời của vị vua này vẫn bị bao phủ bởi những giai thoại, mà phần nhiều trong số đó là bảy thực, ba hư. Để giúp bạn đọc hiểu rõ thêm về vị vua cuối cùng của triều Nguyễn Việt Nam, tác giả đã tập trung tham khảo nhiều tư liệu trong và ngoài nước, kể cả những người thân cận của Bảo Đại và cuốn hồi ký của chính ông mang tựa Le Dragon d’Annam (Con rồng An Nam) xuất bản tại Pháp năm 1980, qua đó hy vọng phác thảo nên những nét chính về chân dung của Bảo Đại, cũng như giúp bạn đọc phần nào giải mã được những bí ẩn nói trên, đồng thời cung cấp một cái nhìn chân thực hơn về Bảo Đại, người mà năm 1945 đã quyết định từ bỏ cương vị hoàng đế để trở thành công dân mới của nước Việt Nam Dân chủ Cộng hòa. Đằng sau quyết định có tính lịch sử ấy là gì? Và điều gì đã xảy ra với Bảo Đại sau sự kiện hệ trọng ấy? Rốt cuộc, ai đã khiến Bảo Đại phải ôm hận mà từ bỏ quê hương? Tất cả sẽ có trong cuốn sách nhỏ này.",97010,109000,NXB Thế Giới,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x1/image/img.product/0/0/0/17/8875_1.jpg,12/16/2021 23:00,NULL,1
10263, Trịnh Hoài Đức,Gia Định thành thông chí,xh,"Gia Định thành thông chí (嘉定城通志) là một quyển địa chí của Trịnh Hoài Đức (1765-1825) viết về miền đất Gia Định, là một sử liệu quan trọng về Nam bộ Việt Nam thời nhà Nguyễn.
Quyển sách này ghi chép rất công phu và tỉ mỉ về núi sông, khí hậu, hành chính, thành trì, cũng như về phong tục tập quán, tính cách và sinh hoạt của dân cư tại vùng đất Gia Định từ thời Nguyễn Hữu Cảnh vào kinh lược đất này từ năm 1698 cho đến những năm đầu thế kỷ XIX. Gia Định thành thông chí đã được dâng lên Vua Minh Mạng vào năm 1820, nội dung chép về địa lý, lịch sử vùng Gia Định thời Nguyễn, đương thời phân làm 5 trấn là Biên Hòa, Phiên An, Định Tường, Vĩnh Thanh, Hà Tiên. Địa bàn đất Gia Định hay thành Gia Định lúc bấy giờ tức ứng với miền Nam Việt Nam hiện nay, gồm các tỉnh Đông Nam Bộ và Tây Nam Bộ.
Đây được xem là một trong những công trình nghiên cứu đặc sắc nhất thời nhà Nguyễn, được người đương thời đánh giá cao và tin cậy vào độ sử liệu của chúng, và coi như một tác phẩm kinh điển và ở khía cạnh nào đó là tác phẩm chính thức về Nam Bộ dưới góc độ địa lý và lịch sử.",489500,550000,NXB Tổng hợp thành phố HCM,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x1/image/img.product/0/0/0/17/8782_1.jpg,12/16/2021 23:00,NULL,1
10264, Lý Nhân Phan Thứ Lang,Nam Phương - Hoàng hậu cuối cùng (Tái bản lần thứ 3),xh,"<strong>Nam Phương - Hoàng hậu cuối cùng</strong> là cuốn sách tập hợp những câu chuyện về Hoàng hậu Nam Phương, người con gái tài sắc vẹn toàn của đất Gò Công - Tiền Giang, người đã chinh phục hoàn toàn trái tim của Hoàng đế Bảo Đại để bước lên ngôi Hoàng hậu của triều Nguyễn vào năm 1934.<br/> <br/> Sinh ra trong một gia đình giàu có, lẽ ra cuộc đời của người con gái mang tên Nguyễn Thị Lan đã bình lặng và sung sướng hơn nhiều nếu như không có cuộc gặp gỡ định mệnh với vị Hoàng đế trẻ tuổi của nước Đại Nam - Hoàng đế Bảo Đại. Trở thành vợ của vua của một nước, cuộc đời bà đã bước sang một ngã rẽ hoàn toàn khác, những tưởng đấy là danh vọng lẫn quyền lực nhưng hóa ra lại đau khổ và cô đơn cho đến tận những năm tháng cuối đời.<br/> <br/> Cuộc hôn nhân giữa Vua Bảo Đại và Hoàng hậu Nam Phương đã trải qua mọi thăng trầm, từ những ngày hạnh phúc êm đềm cho đến những tháng năm chia ly và đau khổ khi Vua Bảo Đại liên tiếp có các mối quan hệ tình ái ngoài luồng. Dẫu vậy, bà Nam Phương vẫn luôn một lòng một dạ chăm sóc con cái và thủy chung với chồng, không hề than trách nửa lời. Suốt cuộc đời mình, bà đã sống đúng với bốn chữ công, dung, ngôn, hạnh – không chỉ xứng đáng là một người vợ, người mẹ hoàn hảo mà còn xứng là một bậc mẫu nghi trong thiên hạ, cũng như một phụ nữ tiêu biểu của nước Việt Nam thời hiện đại: hết mình vì gia đình, chồng con, nhưng cũng không quên trách nhiệm của một công dân với Tổ Quốc.",79000,100000,NXB Thế Giới,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x1/image/img.product/0/0/0/13/7029_1.jpg,12/16/2021 23:00,NULL,1
10265, William Poundstone,Thế lưỡng nan của người tù,xh,"Nó là một bài toán điển hình trong lý thuyết trò chơi mô tả sự tiến thoái lưỡng nan của những người tham gia vào một trò chơi phụ thuộc lẫn nhau trong việc lựa chọn giữa hợp tác hay bất hợp tác. Thế lưỡng nan này tồn tại ở bất cứ nơi nào có sự mâu thuẫn về mặt lợi ích.
Hiện nay, những nhà lý luận đã nhận thấy sự vận dụng khái niệm này trong sinh học, tâm lý học, xã hội học, kinh tế học, và luật học.
<strong>Thế lưỡng nan của người tù </strong>sẽ cho chúng ta biết được rất nhiều về bản chất của các sự kiện cực kỳ quan trọng trong lịch sử như Chiến tranh lạnh hay khủng hoảng hạt nhân Cuban, cuộc khủng hoảng suýt nữa đã kéo nhân loại vào thế chiến III. Tất cả những sự kiện đó đều mang đậm dấu ấn của lý thuyết trò chơi.",107100,129000,NXB Lao Động Xã Hội,0,0,0,0,0,0,0,https://static-shop.waka.vn/resize/340x497x1/image/img.product/0/0/0/4/2183_1.jpg,12/16/2021 23:00,NULL,1
